Data balancer,Classifier description,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,H-measure,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Standard Deviation of MCC,Standard Deviation of BS,Standard Deviation of BACC,Standard Deviation of AUC,Standard Deviation of H-measure,Standard Deviation of TPR,Standard Deviation of TNR,initialisation_values
TomekLinks,K-nearest neighbours,0.19165802325870104,0.1120731245192903,0.5588816612504354,0.65625288324080655,0.16640041950188636,0.14434947768281103,0.9734138448180597,0.02658615518194017,0.8556505223171892,0.07773458233365274,0.010924648831535263,0.027819872448682084,0.04592468005774629,0.05888997326382571,0.05441935189909606,0.009534701947670943,
ADASYN,K-nearest neighbours,0.33038964315506386,0.1345760739268487,0.6684826546796709,0.72875920742445333,0.2851675173214494,0.4173789173789173,0.9195863919804247,0.08041360801957534,0.5826210826210827,0.08408951054995295,0.005480722243451839,0.0495042991509508,0.047740982809153315,0.08772664368657815,0.09965131591801951,0.012268705572009955,
RandomOverSampler,K-nearest neighbours,0.31053879273084278,0.15423564006309423,0.6916595570901357,0.74001386609169395,0.3112422531933254,0.5318138651471984,0.8515052490330728,0.14849475096692713,0.4681861348528015,0.07960554820142839,0.006854426820492998,0.051539463281189656,0.054976095225921985,0.09659867332163258,0.10264277170063585,0.021677508943293296,
SMOTE,K-nearest neighbours,0.23207781957459078,0.1989746258543062,0.6692819721243431,0.72118296247272473,0.22501744665692236,0.6238366571699905,0.7147272870786961,0.28527271292130396,0.3761633428300095,0.0593459104446249,0.01277077477923116,0.04504822385420482,0.044275933383828306,0.06804065393646391,0.10331379832248963,0.04380961693558757,
SMOTEENN,K-nearest neighbours,0.29430992521836141,0.15691590509104625,0.6852873683412796,0.73822047175745176,0.30192101324993526,0.5342830009496676,0.8362917357328914,0.16370826426710872,0.4657169990503324,0.08685787766113895,0.013597357190305031,0.05623043802492097,0.05480580574163924,0.09859393538742241,0.10839506339243503,0.03436580928078555,
SMOTETomek,K-nearest neighbours,0.23207781957459078,0.1989746258543062,0.6692819721243431,0.72118296247272473,0.22501744665692236,0.6238366571699905,0.7147272870786961,0.28527271292130396,0.3761633428300095,0.0593459104446249,0.01277077477923116,0.04504822385420482,0.044275933383828306,0.06804065393646391,0.10331379832248963,0.04380961693558757,
None,Logistic regression,0.29791140339349309,0.17410810737233318,0.7069021451064231,0.77756781645486361,0.3418568757731006,0.6365622032288699,0.7772420869839767,0.2227579130160234,0.36343779677113014,0.053868476381775915,0.009612217611704924,0.03789735141483698,0.04974537511380702,0.08879034500138944,0.0734244777429936,0.021028465344831,
ClusterCentroids,Logistic regression,0.26981299332064151,0.22466645104614044,0.6865280867064748,0.75488422623003082,0.3251241474283809,0.5990503323836657,0.774005841029284,0.225994158970716,0.40094966761633427,0.06907544749816964,0.002336842684838552,0.047049971494564156,0.05475062693740166,0.1012304484718031,0.08662228545008145,0.030817480945417062,
EditedNearestNeighbours,Logistic regression,0.26726809317141031,0.20221870593314256,0.68967208244815,0.76592351971150607,0.3431443232560856,0.6264007597340931,0.7529434051622068,0.24705659483779308,0.3735992402659069,0.06019947648759287,0.005296814859810568,0.04316265822579394,0.054866731573403715,0.0920330084719956,0.08405035907478847,0.025380522434515704,
InstanceHardnessThreshold,Logistic regression,0.22796616949926124,0.23741191395419162,0.6727518030304359,0.74521073153640827,0.3175446034764982,0.7086419753086418,0.63686163075223,0.36313836924777015,0.2913580246913581,0.06841998749987502,0.0056300637098519405,0.049556932205450245,0.05936690637886605,0.08858918787103759,0.09703474881112312,0.06887896456945972,
NearMiss,Logistic regression,0.21047287992540473,0.23604822498722375,0.6619782500704436,0.7423137573173092,0.28692185588018637,0.7056030389363723,0.618353461204515,0.381646538795485,0.2943969610636277,0.04640642167736116,0.004321531910278314,0.03633371177242039,0.047962420105432536,0.07289972399741203,0.0939374416777781,0.044738069279378935,
NeighbourhoodCleaningRule,Logistic regression,0.26451738901855448,0.20237719559342154,0.6882126144554118,0.76886484023748203,0.34742260921115004,0.626400759734093,0.7500244691767307,0.24997553082326943,0.3735992402659069,0.06074460216032438,0.005303917861488297,0.04381992468253695,0.055712405147144387,0.09417158115349138,0.08725342231450879,0.02645392425072236,
OneSidedSelection,Logistic regression,0.28975970264121659,0.17691333554576028,0.7034829571430723,0.77625634414173361,0.3373947840108308,0.6391263057929725,0.7678396084931723,0.23216039150682774,0.3608736942070276,0.05129204220974966,0.009981841411845402,0.037870490802389495,0.048551546894946895,0.09112433062406632,0.07823382342979938,0.01822966105271522,
RandomUnderSampler,Logistic regression,0.29850540606263898,0.18923584462007736,0.7132151567221422,0.77443688398380961,0.33859514102752447,0.6735042735042734,0.7529260399400111,0.247073960059989,0.3264957264957265,0.05815121495089089,0.015268059862831019,0.04237415055095405,0.052435181305917844,0.09584497751009101,0.08470726383634748,0.020227696471980375,
TomekLinks,Logistic regression,0.28684248827332015,0.17682474007295765,0.701552867341801,0.77458907142386502,0.3389061652919686,0.6365622032288698,0.766543531454732,0.23345646854526797,0.36343779677113014,0.05062140531219126,0.009888776959301945,0.037298888852395316,0.04754807993183306,0.0915874369726779,0.07707042738187264,0.019756949392101014,
