layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",InstanceHardnessThreshold,0.067270951,0.038499824,0.552118316,0.661633428,0.442603205,0.557396795,0.338366572,0.497625831,0.282440603,0.398179809,0.223931624,0.223931624,0.255938848
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",NearMiss,0.1009328,0.065239089,0.579141553,0.632383666,0.52589944,0.47410056,0.367616334,0.540360874,0.435737627,0.394668877,0.27331434,0.27331434,0.055953105
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",NeighbourhoodCleaningRule,0.311324866,0.309969441,0.645237054,0.355650522,0.934823585,0.065176415,0.644349478,0.221082621,0.861570763,0.033720104,0.497435897,0.497435897,0.098193407
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",OneSidedSelection,0.273113071,0.255475717,0.600369046,0.236087369,0.964650722,0.035349278,0.763912631,0.109401709,0.901436577,0.015237193,0.582336182,0.582336182,0.134622812
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",RandomUnderSampler,0.173318008,0.139545708,0.628588404,0.565242165,0.691934644,0.308065356,0.434757835,0.418518519,0.487037651,0.198451338,0.285849953,0.285849953,0.296226978
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",TomekLinks,0.271258509,0.251541877,0.597848669,0.228774929,0.966922409,0.033077591,0.771225071,0.102184236,0.910831163,0.013939537,0.592497626,0.592497626,0.122399251
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",ADASYN,0.289497106,0.284436306,0.665775612,0.452801519,0.878749704,0.121250296,0.547198481,0.179012346,0.587564922,0.027234983,0.27331434,0.27331434,0.462847392
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",RandomOverSampler,0.247694597,0.226279248,0.664673048,0.527445394,0.801900703,0.198099297,0.472554606,0.328015195,0.567795406,0.082341148,0.248433048,0.248433048,0.519216458
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",SMOTE,0.237416461,0.237249342,0.62008847,0.330959164,0.909217776,0.090782224,0.669040836,0.129344729,0.712409819,0.025613703,0.40322887,0.40322887,0.223708153
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",SMOTEENN,0.260950155,0.258553095,0.617272765,0.298100665,0.936444865,0.063555135,0.701899335,0.121842355,0.804822796,0.020094719,0.490598291,0.490598291,0.199423949
"[(50, 'rbf_linf'), (50, 'rbf_linf')]",SMOTETomek,0.237416461,0.237249342,0.62008847,0.330959164,0.909217776,0.090782224,0.669040836,0.129344729,0.712409819,0.025613703,0.40322887,0.40322887,0.276630958
"[(50, 'rbf_linf')]",None,0.209464467,0.166307697,0.557038164,0.131908832,0.982167495,0.017832505,0.868091168,0.017473884,0.923166785,0.004862262,0.594871795,0.594871795,0.21216313
"[(50, 'rbf_linf')]",ClusterCentroids,0.094662172,0.046245595,0.570355719,0.781006648,0.359704791,0.640295209,0.218993352,0.561918329,0.098958087,0.282075933,0.06980057,0.06980057,0.058604558
"[(50, 'rbf_linf')]",EditedNearestNeighbours,0.315229171,0.31268216,0.642823225,0.345299145,0.940347304,0.059652696,0.654700855,0.173979107,0.859933696,0.025612124,0.485090218,0.485090218,0.074633439
"[(50, 'rbf_linf')]",InstanceHardnessThreshold,0.12557461,0.072876301,0.597337661,0.730959164,0.463716158,0.536283842,0.269040836,0.512060779,0.250333886,0.294020049,0.156980057,0.156980057,0.169189692
"[(50, 'rbf_linf')]",NearMiss,0.169656537,0.10063932,0.632311504,0.781481481,0.483141527,0.516858473,0.218518519,0.574833808,0.324963296,0.334307364,0.109211776,0.109211776,0.065948248
"[(50, 'rbf_linf')]",NeighbourhoodCleaningRule,0.304576453,0.300672117,0.633770558,0.322981956,0.94455916,0.05544084,0.677018044,0.154226021,0.86804957,0.022372721,0.500094967,0.500094967,0.042568843
"[(50, 'rbf_linf')]",OneSidedSelection,0.24601773,0.211142561,0.575686496,0.174074074,0.977298919,0.022701081,0.825925926,0.042355176,0.911487884,0.007133949,0.58005698,0.58005698,0.055148681
"[(50, 'rbf_linf')]",RandomUnderSampler,0.243194162,0.200946734,0.677172644,0.631528965,0.722816323,0.277183677,0.368471035,0.417948718,0.461147683,0.126112558,0.179392213,0.179392213,0.124181906
"[(50, 'rbf_linf')]",TomekLinks,0.227771548,0.194185872,0.569258456,0.161538462,0.976978451,0.023021549,0.838461538,0.037321937,0.9160281,0.007459152,0.58005698,0.58005698,0.072025061
"[(50, 'rbf_linf')]",ADASYN,0.287122117,0.278386795,0.671314724,0.47977208,0.862857368,0.137142632,0.52022792,0.168850902,0.521744416,0.026262531,0.208831909,0.208831909,0.389748096
"[(50, 'rbf_linf')]",RandomOverSampler,0.282569809,0.253838243,0.691634389,0.589458689,0.793810088,0.206189912,0.410541311,0.377777778,0.509445102,0.077804089,0.19648623,0.19648623,0.328113
"[(50, 'rbf_linf')]",SMOTE,0.240301737,0.232654355,0.643948391,0.4328585,0.855038282,0.144961718,0.5671415,0.214150047,0.597256295,0.04280843,0.31348528,0.31348528,0.195508083
"[(50, 'rbf_linf')]",SMOTEENN,0.268996698,0.267432352,0.645445412,0.395631529,0.895259294,0.104740706,0.604368471,0.189173789,0.71138685,0.033080748,0.37331434,0.37331434,0.078101873
"[(50, 'rbf_linf')]",SMOTETomek,0.240301737,0.232654355,0.643948391,0.4328585,0.855038282,0.144961718,0.5671415,0.214150047,0.597256295,0.04280843,0.31348528,0.31348528,0.141397238
"[(50, 'sigm'), (100, 'sigm')]",None,0.247272188,0.231595186,0.591296821,0.221177588,0.961416055,0.038583945,0.778822412,0.081766382,0.888463178,0.016860052,0.592307692,0.592307692,0.264484962
"[(50, 'sigm'), (100, 'sigm')]",ClusterCentroids,0.049155707,0.028812413,0.538030163,0.621462488,0.454597837,0.545402163,0.378537512,0.504368471,0.284374457,0.367388113,0.289173789,0.289173789,0.083591461
"[(50, 'sigm'), (100, 'sigm')]",EditedNearestNeighbours,0.286571673,0.285194212,0.651745747,0.399810066,0.903681427,0.096318573,0.600189934,0.29031339,0.806434604,0.049931328,0.448053181,0.448053181,0.080979506
"[(50, 'sigm'), (100, 'sigm')]",InstanceHardnessThreshold,0.015000213,0.008496688,0.511399389,0.609021842,0.413776936,0.586223064,0.390978158,0.521842355,0.330090773,0.480872997,0.304083571,0.304083571,0.216523012
"[(50, 'sigm'), (100, 'sigm')]",NearMiss,0.123661088,0.07278206,0.596175965,0.723836657,0.468515274,0.531484726,0.276163343,0.602089269,0.342421659,0.409572973,0.164292498,0.164292498,0.095061143
"[(50, 'sigm'), (100, 'sigm')]",NeighbourhoodCleaningRule,0.274924033,0.274419743,0.642334601,0.377397911,0.907271292,0.092728708,0.622602089,0.260493827,0.811942537,0.044423396,0.458119658,0.458119658,0.093750556
"[(50, 'sigm'), (100, 'sigm')]",OneSidedSelection,0.251065903,0.242112599,0.600454338,0.248243115,0.952665562,0.047334438,0.751756885,0.113960114,0.874542584,0.019455363,0.542640076,0.542640076,0.065211932
"[(50, 'sigm'), (100, 'sigm')]",RandomUnderSampler,0.096335666,0.071218767,0.573711269,0.532003799,0.615418739,0.384581261,0.467996201,0.45688509,0.517478885,0.311937801,0.403418803,0.403418803,0.230022987
"[(50, 'sigm'), (100, 'sigm')]",TomekLinks,0.263123268,0.253321936,0.604808448,0.255650522,0.953966375,0.046033625,0.744349478,0.106552707,0.882634778,0.018808114,0.565052232,0.565052232,0.15466253
"[(50, 'sigm'), (100, 'sigm')]",ADASYN,0.230465459,0.219487051,0.642936823,0.447673314,0.838200332,0.161799668,0.552326686,0.240835708,0.607329702,0.052217223,0.338556505,0.338556505,0.425047716
"[(50, 'sigm'), (100, 'sigm')]",RandomOverSampler,0.201745479,0.183297168,0.634783698,0.479677113,0.789890283,0.210109717,0.520322887,0.332763533,0.599880022,0.100838267,0.326115859,0.326115859,0.413202763
"[(50, 'sigm'), (100, 'sigm')]",SMOTE,0.19236665,0.181495793,0.621647749,0.420322887,0.82297261,0.17702739,0.579677113,0.24368471,0.645255348,0.070030784,0.410826211,0.410826211,0.198275169
"[(50, 'sigm'), (100, 'sigm')]",SMOTEENN,0.174318054,0.171809251,0.598393229,0.328110161,0.868676296,0.131323704,0.671889839,0.208926876,0.728925724,0.056732181,0.458024691,0.458024691,0.211522182
"[(50, 'sigm'), (100, 'sigm')]",SMOTETomek,0.19236665,0.181495793,0.621647749,0.420322887,0.82297261,0.17702739,0.579677113,0.24368471,0.645255348,0.070030784,0.410826211,0.410826211,0.250131369
"[(50, 'sigm'), (5, 'sigm')]",None,0.251141666,0.21113081,0.574420839,0.168945869,0.979895809,0.020104191,0.831054131,0.01994302,0.922188018,0.003891388,0.577397911,0.577397911,0.266407728
"[(50, 'sigm'), (5, 'sigm')]",ClusterCentroids,0.163894742,0.122068215,0.625379852,0.616809117,0.633950588,0.366049412,0.383190883,0.387844255,0.336258584,0.152723972,0.191263058,0.191263058,0.078993638
"[(50, 'sigm'), (5, 'sigm')]",EditedNearestNeighbours,0.331445287,0.328909254,0.651388883,0.362773029,0.940004736,0.059995264,0.637226971,0.191168091,0.851846239,0.026589312,0.435327635,0.435327635,0.060372988
"[(50, 'sigm'), (5, 'sigm')]",InstanceHardnessThreshold,0.084658024,0.046517848,0.565005459,0.708736942,0.421273976,0.578726024,0.291263058,0.529439696,0.232539269,0.351794143,0.129724596,0.129724596,0.170285702
"[(50, 'sigm'), (5, 'sigm')]",NearMiss,0.144779567,0.080639686,0.611566979,0.783760684,0.439373273,0.560626727,0.216239316,0.637416904,0.282088563,0.380996132,0.08708452,0.08708452,0.07837677
"[(50, 'sigm'), (5, 'sigm')]",NeighbourhoodCleaningRule,0.31621383,0.313158599,0.642275496,0.342924976,0.941626016,0.058373984,0.657075024,0.171035138,0.858656563,0.02270266,0.452801519,0.452801519,0.035984039
"[(50, 'sigm'), (5, 'sigm')]",OneSidedSelection,0.25286804,0.2261648,0.584085599,0.196391263,0.971779935,0.028220065,0.803608737,0.039696106,0.907601231,0.006810324,0.544919278,0.544919278,0.088276863
"[(50, 'sigm'), (5, 'sigm')]",RandomUnderSampler,0.241532438,0.192383948,0.679686083,0.663817664,0.695554503,0.304445497,0.336182336,0.439791073,0.441338701,0.141689163,0.184330484,0.184330484,0.068438053
"[(50, 'sigm'), (5, 'sigm')]",TomekLinks,0.268893323,0.236041954,0.586197052,0.196391263,0.976002842,0.023997158,0.803608737,0.029819563,0.913761149,0.005836293,0.554890788,0.554890788,0.101965666
"[(50, 'sigm'), (5, 'sigm')]",ADASYN,0.287683318,0.264231168,0.68979041,0.566951567,0.812629253,0.187370747,0.433048433,0.280626781,0.512068829,0.050569106,0.213960114,0.213960114,0.310282071
"[(50, 'sigm'), (5, 'sigm')]",RandomOverSampler,0.290967901,0.259288223,0.6988246,0.609021842,0.788627358,0.211372642,0.390978158,0.392592593,0.51170416,0.072629253,0.211301045,0.211301045,0.233898163
"[(50, 'sigm'), (5, 'sigm')]",SMOTE,0.253124848,0.22870739,0.670364991,0.54691358,0.793816402,0.206183598,0.45308642,0.330389364,0.531131107,0.072621359,0.258689459,0.258689459,0.144414028
"[(50, 'sigm'), (5, 'sigm')]",SMOTEENN,0.29259296,0.280990408,0.678262252,0.502089269,0.854435236,0.145564764,0.497910731,0.320322887,0.651461047,0.055443997,0.311301045,0.311301045,0.074822426
"[(50, 'sigm'), (5, 'sigm')]",SMOTETomek,0.253124848,0.22870739,0.670364991,0.54691358,0.793816402,0.206183598,0.45308642,0.330389364,0.531131107,0.072621359,0.258689459,0.258689459,0.20713981
"[(50, 'sigm'), (50, 'sigm')]",None,0.238130523,0.212228738,0.578876712,0.186609687,0.971143737,0.028856263,0.813390313,0.057169991,0.90693346,0.010379667,0.617094017,0.617094017,0.207661311
"[(50, 'sigm'), (50, 'sigm')]",ClusterCentroids,0.099505619,0.06463451,0.578025867,0.627255461,0.528796274,0.471203726,0.372744539,0.450712251,0.285608967,0.266582998,0.235897436,0.235897436,0.070077022
"[(50, 'sigm'), (50, 'sigm')]",EditedNearestNeighbours,0.309293932,0.30903787,0.651369206,0.377967711,0.9247707,0.0752293,0.622032289,0.233808167,0.827804878,0.035990212,0.443019943,0.443019943,0.047402143
"[(50, 'sigm'), (50, 'sigm')]",InstanceHardnessThreshold,0.033773626,0.017816163,0.525477086,0.65631529,0.394638882,0.605361118,0.34368471,0.537132004,0.254245797,0.458792328,0.196961064,0.196961064,0.135285695
"[(50, 'sigm'), (50, 'sigm')]",NearMiss,0.080756737,0.050928756,0.562776753,0.618708452,0.506845055,0.493154945,0.381291548,0.581671415,0.441326072,0.452299313,0.336277303,0.336277303,0.051057974
"[(50, 'sigm'), (50, 'sigm')]",NeighbourhoodCleaningRule,0.31965184,0.31897812,0.652261695,0.372934473,0.931588918,0.068411082,0.627065527,0.206077873,0.833639593,0.029186203,0.450522317,0.450522317,0.090955416
"[(50, 'sigm'), (50, 'sigm')]",OneSidedSelection,0.256779496,0.23927669,0.593805736,0.223931624,0.963679848,0.036320152,0.776068376,0.077207977,0.893630121,0.014596259,0.582146249,0.582146249,0.096388976
"[(50, 'sigm'), (50, 'sigm')]",RandomUnderSampler,0.17526383,0.13594186,0.631976278,0.599240266,0.66471229,0.33528771,0.400759734,0.442450142,0.476316994,0.194212645,0.256220323,0.256220323,0.170270999
"[(50, 'sigm'), (50, 'sigm')]",TomekLinks,0.271881216,0.25175178,0.597736708,0.228869896,0.96660352,0.03339648,0.771130104,0.067046534,0.900776699,0.0129734,0.592117759,0.592117759,0.060612679
"[(50, 'sigm'), (50, 'sigm')]",ADASYN,0.239914542,0.22842293,0.649089511,0.460303894,0.837875128,0.162124872,0.539696106,0.23637227,0.567763833,0.052218802,0.275688509,0.275688509,0.428439458
"[(50, 'sigm'), (50, 'sigm')]",RandomOverSampler,0.247319049,0.224603835,0.665524662,0.534662868,0.796386455,0.203613545,0.465337132,0.325546059,0.568074828,0.088516852,0.280626781,0.280626781,0.381943703
"[(50, 'sigm'), (50, 'sigm')]",SMOTE,0.219912177,0.207060129,0.639488718,0.454700855,0.824276581,0.175723419,0.545299145,0.290408357,0.612510853,0.075208777,0.335897436,0.335897436,0.16280659
"[(50, 'sigm'), (50, 'sigm')]",SMOTEENN,0.244619269,0.239538684,0.641681867,0.415004748,0.868358987,0.131641013,0.584995252,0.260588794,0.70266793,0.057381009,0.398290598,0.398290598,0.083141327
"[(50, 'sigm'), (50, 'sigm')]",SMOTETomek,0.219912177,0.207060129,0.639488718,0.454700855,0.824276581,0.175723419,0.545299145,0.290408357,0.612510853,0.075208777,0.335897436,0.335897436,0.184129159
"[(50, 'sigm')]",None,0.213255969,0.167895603,0.557315884,0.131813865,0.982817902,0.017182098,0.868186135,0.017473884,0.918631305,0.003891388,0.557834758,0.557834758,0.481418689
"[(50, 'sigm')]",ClusterCentroids,0.170944681,0.132055279,0.629289422,0.597435897,0.661142947,0.338857053,0.402564103,0.382905983,0.340467282,0.136178072,0.205982906,0.205982906,0.07184426
"[(50, 'sigm')]",EditedNearestNeighbours,0.333272495,0.331029356,0.652487315,0.364957265,0.940017365,0.059982635,0.635042735,0.191168091,0.850218644,0.022699503,0.425641026,0.425641026,0.088944356
"[(50, 'sigm')]",InstanceHardnessThreshold,0.084046353,0.045754752,0.564332945,0.713580247,0.415085642,0.584914358,0.286419753,0.541785375,0.221496566,0.365376904,0.132288699,0.132288699,0.180127859
"[(50, 'sigm')]",NearMiss,0.159475149,0.086014952,0.62230814,0.818898386,0.425717894,0.574282106,0.181101614,0.632478632,0.251961481,0.393052332,0.069420703,0.069420703,0.034514983
"[(50, 'sigm')]",NeighbourhoodCleaningRule,0.323987603,0.319707513,0.642099777,0.337701804,0.94649775,0.05350225,0.662298196,0.138936372,0.858329781,0.017835662,0.450617284,0.450617284,0.048212051
"[(50, 'sigm')]",OneSidedSelection,0.232209134,0.19772685,0.570492235,0.164007597,0.976976873,0.023023127,0.835992403,0.037226971,0.910528061,0.006164654,0.537986705,0.537986705,0.042314053
"[(50, 'sigm')]",RandomUnderSampler,0.242383205,0.199209947,0.677126438,0.63665717,0.717595706,0.282404294,0.36334283,0.420132953,0.453027074,0.135844976,0.176448243,0.176448243,0.077781518
"[(50, 'sigm')]",TomekLinks,0.243477922,0.204890374,0.57265414,0.166381766,0.978926514,0.021073486,0.833618234,0.032383666,0.913764307,0.005515826,0.545489079,0.545489079,0.091400703
"[(50, 'sigm')]",ADASYN,0.275047593,0.249337432,0.684582604,0.56951567,0.799649538,0.200350462,0.43048433,0.283095916,0.500675665,0.052515589,0.183855651,0.183855651,0.344791889
"[(50, 'sigm')]",RandomOverSampler,0.279654063,0.247472326,0.692574458,0.603988604,0.781160313,0.218839687,0.396011396,0.360303894,0.518806536,0.07910648,0.194017094,0.194017094,0.273559014
"[(50, 'sigm')]",SMOTE,0.263329474,0.235987322,0.679011401,0.569420703,0.7886021,0.2113979,0.430579297,0.324881292,0.513614334,0.072618202,0.211301045,0.211301045,0.165071487
"[(50, 'sigm')]",SMOTEENN,0.273938381,0.259782376,0.671356772,0.504178538,0.838535007,0.161464993,0.495821462,0.320132953,0.64204436,0.057055806,0.263817664,0.263817664,0.063423316
"[(50, 'sigm')]",SMOTETomek,0.263329474,0.235987322,0.679011401,0.569420703,0.7886021,0.2113979,0.430579297,0.324881292,0.513614334,0.072618202,0.211301045,0.211301045,0.113341014
"[(50, 'tanh'), (100, 'tanh')]",None,0.225710769,0.212086639,0.583987349,0.208831909,0.959142789,0.040857211,0.791168091,0.071984805,0.884919094,0.014267898,0.592307692,0.592307692,0.353067954
"[(50, 'tanh'), (100, 'tanh')]",ClusterCentroids,0.07086695,0.04378052,0.555199515,0.616524217,0.493874813,0.506125187,0.383475783,0.509876543,0.321052964,0.346963454,0.281291548,0.281291548,0.139652093
"[(50, 'tanh'), (100, 'tanh')]",EditedNearestNeighbours,0.288055754,0.287113895,0.652366901,0.400379867,0.904353935,0.095646065,0.599620133,0.273219373,0.803503039,0.050272318,0.4328585,0.4328585,0.068726699
"[(50, 'tanh'), (100, 'tanh')]",InstanceHardnessThreshold,0.044016375,0.024698555,0.533990743,0.639316239,0.428665246,0.571334754,0.360683761,0.554415954,0.353761149,0.491890441,0.301139601,0.301139601,0.221735875
"[(50, 'tanh'), (100, 'tanh')]",NearMiss,0.102165494,0.058589607,0.579156784,0.708926876,0.449386692,0.550613308,0.291073124,0.589458689,0.334305786,0.42836688,0.186419753,0.186419753,0.16039149
"[(50, 'tanh'), (100, 'tanh')]",NeighbourhoodCleaningRule,0.27845832,0.278244465,0.642705109,0.375213675,0.910196543,0.089803457,0.624786325,0.238651472,0.804177125,0.045070645,0.445489079,0.445489079,0.084493558
"[(50, 'tanh'), (100, 'tanh')]",OneSidedSelection,0.221503887,0.213269254,0.588348255,0.226305793,0.950390717,0.049609283,0.773694207,0.124216524,0.869034652,0.021082958,0.544919278,0.544919278,0.126199087
"[(50, 'tanh'), (100, 'tanh')]",RandomUnderSampler,0.116448325,0.084933218,0.589433568,0.569325736,0.6095414,0.3904586,0.430674264,0.484520418,0.520361512,0.314872523,0.366096866,0.366096866,0.184472243
"[(50, 'tanh'), (100, 'tanh')]",TomekLinks,0.237349992,0.228219295,0.594213864,0.236087369,0.952340358,0.047659642,0.763912631,0.089268756,0.877785145,0.018811272,0.564767331,0.564767331,0.174455563
"[(50, 'tanh'), (100, 'tanh')]",ADASYN,0.243577708,0.226778954,0.657601839,0.497435897,0.81776778,0.18223222,0.502564103,0.233903134,0.59274923,0.059987371,0.330864198,0.330864198,0.503892899
"[(50, 'tanh'), (100, 'tanh')]",RandomOverSampler,0.225640377,0.202206764,0.653501503,0.524881292,0.782121714,0.217878286,0.475118708,0.37302944,0.597291025,0.105050122,0.323361823,0.323361823,0.430231174
"[(50, 'tanh'), (100, 'tanh')]",SMOTE,0.198103441,0.184245249,0.628332671,0.447673314,0.808992028,0.191007972,0.552326686,0.261348528,0.633923751,0.079444313,0.36305793,0.36305793,0.326903105
"[(50, 'tanh'), (100, 'tanh')]",SMOTEENN,0.196585275,0.191269871,0.61623396,0.378062678,0.854405241,0.145594759,0.621937322,0.216334283,0.706541953,0.061285026,0.388414055,0.388414055,0.183255752
"[(50, 'tanh'), (100, 'tanh')]",SMOTETomek,0.198103441,0.184245249,0.628332671,0.447673314,0.808992028,0.191007972,0.552326686,0.261348528,0.633923751,0.079444313,0.36305793,0.36305793,0.217439413
"[(50, 'tanh'), (5, 'tanh')]",None,0.248688378,0.203507228,0.570617621,0.159069326,0.982165917,0.017834083,0.840930674,0.022317189,0.926058884,0.003240982,0.612060779,0.612060779,0.227463086
"[(50, 'tanh'), (5, 'tanh')]",ClusterCentroids,0.178298645,0.140232977,0.633588158,0.592022792,0.675153524,0.324846476,0.407977208,0.387844255,0.377125266,0.145896282,0.183950617,0.183950617,0.044829607
"[(50, 'tanh'), (5, 'tanh')]",EditedNearestNeighbours,0.33164463,0.328715651,0.650737876,0.360493827,0.940981924,0.059018076,0.639506173,0.188698955,0.857343121,0.023345173,0.457644824,0.457644824,0.055381378
"[(50, 'tanh'), (5, 'tanh')]",InstanceHardnessThreshold,0.087374943,0.048740291,0.567497688,0.701709402,0.433285974,0.566714026,0.298290598,0.497340931,0.236755861,0.340415187,0.147103514,0.147103514,0.096179724
"[(50, 'tanh'), (5, 'tanh')]",NearMiss,0.148150898,0.082881667,0.614293795,0.785944919,0.442642671,0.557357329,0.214055081,0.61671415,0.272739758,0.404311311,0.102279202,0.102279202,0.039128065
"[(50, 'tanh'), (5, 'tanh')]",NeighbourhoodCleaningRule,0.315806958,0.312004997,0.640015056,0.335802469,0.944227642,0.055772358,0.664197531,0.161348528,0.865777883,0.019136475,0.462488129,0.462488129,0.027317762
"[(50, 'tanh'), (5, 'tanh')]",OneSidedSelection,0.26695278,0.230791458,0.583256505,0.188888889,0.977624122,0.022375878,0.811111111,0.029819563,0.910172863,0.00486542,0.582146249,0.582146249,0.061404705
"[(50, 'tanh'), (5, 'tanh')]",RandomUnderSampler,0.243971382,0.195060455,0.681190667,0.663912631,0.698468703,0.301531297,0.336087369,0.442450142,0.435494514,0.134867788,0.191547958,0.191547958,0.11834995
"[(50, 'tanh'), (5, 'tanh')]",TomekLinks,0.263319413,0.226151314,0.581065879,0.183855651,0.978276107,0.021723893,0.816144349,0.029819563,0.919573763,0.004215013,0.592402659,0.592402659,0.045202971
"[(50, 'tanh'), (5, 'tanh')]",ADASYN,0.284550473,0.257044578,0.691710713,0.584425451,0.798995974,0.201004026,0.415574549,0.285754986,0.503624595,0.058684979,0.183760684,0.183760684,0.261749903
"[(50, 'tanh'), (5, 'tanh')]",RandomOverSampler,0.293790564,0.26244287,0.7002817,0.609021842,0.791541558,0.208458442,0.390978158,0.375213675,0.501341858,0.072633988,0.19382716,0.19382716,0.269534111
"[(50, 'tanh'), (5, 'tanh')]",SMOTE,0.254994292,0.23174264,0.670490378,0.541975309,0.799005446,0.200994554,0.458024691,0.325641026,0.50424185,0.068428447,0.23665717,0.23665717,0.202270349
"[(50, 'tanh'), (5, 'tanh')]",SMOTEENN,0.290764341,0.279564915,0.677162241,0.499905033,0.854419449,0.145580551,0.500094967,0.330674264,0.643034178,0.054479438,0.29648623,0.29648623,0.131017605
"[(50, 'tanh'), (5, 'tanh')]",SMOTETomek,0.254994292,0.23174264,0.670490378,0.541975309,0.799005446,0.200994554,0.458024691,0.325641026,0.50424185,0.068428447,0.23665717,0.23665717,0.15389355
"[(50, 'tanh'), (50, 'tanh')]",None,0.222629844,0.197154667,0.572652442,0.174169041,0.971135843,0.028864157,0.825830959,0.049667616,0.909853974,0.01037651,0.631813865,0.631813865,0.316368659
"[(50, 'tanh'), (50, 'tanh')]",ClusterCentroids,0.107677801,0.073375882,0.584226363,0.607502374,0.560950351,0.439049649,0.392497626,0.425925926,0.31742679,0.245790512,0.250522317,0.250522317,0.13094147
"[(50, 'tanh'), (50, 'tanh')]",EditedNearestNeighbours,0.300701894,0.299823929,0.644344564,0.360683761,0.928005367,0.071994633,0.639316239,0.211490978,0.832026206,0.035024075,0.44311491,0.44311491,0.094112714
"[(50, 'tanh'), (50, 'tanh')]",InstanceHardnessThreshold,0.042132318,0.022489734,0.531926249,0.671130104,0.392722393,0.607277607,0.328869896,0.556980057,0.252633988,0.440310995,0.206837607,0.206837607,0.149185896
"[(50, 'tanh'), (50, 'tanh')]",NearMiss,0.103452006,0.065262424,0.580749394,0.64691358,0.514585208,0.485414792,0.35308642,0.584710351,0.450060778,0.43546452,0.298575499,0.298575499,0.083673159
"[(50, 'tanh'), (50, 'tanh')]",NeighbourhoodCleaningRule,0.302187805,0.300795053,0.640199079,0.345584046,0.934814113,0.065185887,0.654415954,0.181386515,0.837223143,0.030158655,0.458024691,0.458024691,0.083057404
"[(50, 'tanh'), (50, 'tanh')]",OneSidedSelection,0.250358493,0.23158099,0.589581559,0.213865147,0.965297971,0.034702029,0.786134853,0.06980057,0.899475886,0.0129734,0.594491928,0.594491928,0.077255726
"[(50, 'tanh'), (50, 'tanh')]",RandomUnderSampler,0.173954091,0.135460713,0.630856228,0.594396961,0.667315495,0.332684505,0.405603039,0.422792023,0.491192675,0.192908675,0.273504274,0.273504274,0.162685792
"[(50, 'tanh'), (50, 'tanh')]",TomekLinks,0.241978028,0.222985287,0.58583274,0.206362773,0.965302707,0.034697293,0.793637227,0.062203229,0.907580709,0.012000947,0.611870845,0.611870845,0.091703971
"[(50, 'tanh'), (50, 'tanh')]",ADASYN,0.251009131,0.235555966,0.660303774,0.495061728,0.825545821,0.174454179,0.504938272,0.248812915,0.569678743,0.0570858,0.265906933,0.265906933,0.373797576
"[(50, 'tanh'), (50, 'tanh')]",RandomOverSampler,0.246737537,0.223886282,0.665410333,0.534757835,0.796062831,0.203937169,0.465242165,0.330674264,0.571350541,0.087869603,0.286039886,0.286039886,0.370810986
"[(50, 'tanh'), (50, 'tanh')]",SMOTE,0.224388356,0.207171729,0.646655312,0.484615385,0.80869524,0.19130476,0.515384615,0.293162393,0.602154866,0.076206488,0.348812915,0.348812915,0.207971811
"[(50, 'tanh'), (50, 'tanh')]",SMOTEENN,0.223094076,0.215539259,0.634116091,0.417378917,0.850853264,0.149146736,0.582621083,0.260873694,0.695218249,0.060314153,0.378727445,0.378727445,0.118143479
"[(50, 'tanh'), (50, 'tanh')]",SMOTETomek,0.224388356,0.207171729,0.646655312,0.484615385,0.80869524,0.19130476,0.515384615,0.293162393,0.602154866,0.076206488,0.348812915,0.348812915,0.088578463
"[(50, 'tanh')]",None,0.222550244,0.179330687,0.561669805,0.141500475,0.981839135,0.018160865,0.858499525,0.025071225,0.928987292,0.005187465,0.599905033,0.599905033,0.472500563
"[(50, 'tanh')]",ClusterCentroids,0.193627231,0.150836006,0.645658791,0.619468186,0.671849396,0.328150604,0.380531814,0.375783476,0.364786487,0.134569421,0.198670465,0.198670465,0.054161549
"[(50, 'tanh')]",EditedNearestNeighbours,0.328723656,0.3260986,0.649459771,0.357929725,0.940989818,0.059010182,0.642070275,0.181291548,0.853775357,0.023998737,0.44311491,0.44311491,0.056701819
"[(50, 'tanh')]",InstanceHardnessThreshold,0.090893957,0.050286103,0.569885203,0.713675214,0.426095193,0.573904807,0.286324786,0.526780627,0.22180914,0.356632726,0.132288699,0.132288699,0.153305372
"[(50, 'tanh')]",NearMiss,0.152454827,0.080878391,0.616357524,0.814150047,0.418565001,0.581434999,0.185849953,0.617188984,0.26327887,0.403387797,0.071889839,0.071889839,0.053058942
